Options:
Model:                           Independent Contrasts
Tree File Name:                  marsupial_tree.tree
Data File Name:                  marsupials_variabledeltarate.txt
Log File Name:                   marsupials_variabledeltarate.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            128529448
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   20000
Iterations:                      11000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   marsupials_variabledeltarate.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  True
RJ Local OU:                     False
Using VarRates:                  True
Restrictions:
    Alpha-1                      None
    Sigma-1                      None
Prior Information:
    Priors
        Alpha-1 - uniform -100.00 100.00 
        Sigma-1 - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
        Delta - uniform 0.00 3.00 
Tree Information
     Trees:                      1
     Taxa:                       246
     Sites:                      1
Iteration	Lh	Tree No	Alpha 1	Sigma^2 1	No RJ Local Branch	No RJ Local Node	No RJ Local Delta	
7940000	-71.864409	1	2.733636751374	1.683916768751	19	8	12	
7960000	-58.220494	1	2.168068729502	1.802982979319	20	7	14	
7980000	-60.129068	1	2.708726443432	1.768371655914	20	6	9	
8000000	-63.905455	1	2.208834168540	1.083211118131	18	12	14	
8020000	-55.595779	1	2.788321668854	1.684065288930	17	7	13	
8040000	-45.560810	1	2.898260181646	2.343128051460	31	13	12	
8060000	-55.595365	1	1.504810894312	1.551611710732	20	11	11	
8080000	-50.972299	1	1.379727336393	2.172518604177	20	9	13	
8100000	-77.723721	1	1.957677267663	1.813736026726	13	8	7	
8120000	-62.660940	1	2.550862584842	2.098854298806	18	6	11	
8140000	-45.777975	1	2.503281815753	1.088882390835	24	13	12	
8160000	-42.571143	1	1.857887867826	1.686551152761	22	11	18	
8180000	-53.717109	1	0.412585783784	1.127352622451	21	11	14	
8200000	-63.129700	1	1.756621652582	1.962529232408	26	8	12	
8220000	-54.805980	1	2.045639061402	2.551458141648	23	13	13	
8240000	-64.315681	1	1.421675160429	1.456906098046	15	10	9	
8260000	-47.513860	1	1.662091894149	2.262117228769	22	14	11	
8280000	-57.505100	1	1.414483876967	2.043057883944	20	10	11	
8300000	-57.611397	1	0.419245975626	1.582400197039	20	10	10	
8320000	-57.719541	1	2.396192873981	1.706685024749	17	10	16	
8340000	-50.885274	1	2.416801210354	1.729269165172	25	12	14	
8360000	-56.407060	1	2.846688350805	1.859171919564	24	8	12	
8380000	-47.836420	1	2.351250906566	1.099792907513	21	12	11	
8400000	-51.703358	1	1.533897003191	1.767953945192	24	8	9	
8420000	-50.542092	1	3.922941123982	1.964450346286	18	5	17	
8440000	-59.774199	1	1.480619185870	2.510440559960	15	8	11	
8460000	-50.818144	1	1.785399971613	1.922532346291	27	11	9	
8480000	-56.424987	1	2.093741266252	2.900455642978	25	5	14	
8500000	-47.003710	1	2.383924638747	1.370644406286	16	9	12	
8520000	-43.023400	1	3.875572875072	1.448358138027	24	8	12	
8540000	-56.552554	1	0.709140352761	1.637885968263	24	8	12	
8560000	-60.488164	1	1.877313744523	1.593647795004	23	5	10	
8580000	-56.413839	1	2.464991380055	1.924059225201	25	9	13	
8600000	-65.535374	1	3.879383053344	2.036034292063	15	9	16	
8620000	-60.092964	1	0.220904489538	2.306591210911	16	7	10	
8640000	-60.726704	1	0.942374197616	2.693174511642	31	10	6	
8660000	-50.271124	1	1.184785556370	1.711234705066	18	4	9	
8680000	-55.559223	1	2.579448425618	2.252639425196	21	8	11	
8700000	-63.909764	1	4.268623108872	2.359385227191	16	12	9	
8720000	-57.641605	1	4.274845683674	1.936097245941	21	7	10	
8740000	-56.373699	1	2.474061365686	3.263982975590	16	10	14	
8760000	-67.199405	1	2.723362806497	1.953988396314	16	15	8	
8780000	-66.849188	1	0.230713683610	2.796219804190	25	12	8	
8800000	-46.965467	1	1.493535987274	1.953693058603	25	11	14	
8820000	-69.167365	1	2.174039350271	2.373940290364	23	8	12	
8840000	-49.703186	1	1.416874428188	3.399102525169	22	7	17	
8860000	-51.544469	1	1.834584183119	2.837785364862	22	13	14	
8880000	-58.895205	1	2.630897689833	2.792006202457	21	12	12	
8900000	-54.897463	1	1.480860214483	2.291310836272	13	8	11	
8920000	-50.824066	1	1.259411184034	2.782022083581	13	13	12	
8940000	-60.326316	1	1.587841345862	2.320837159117	15	10	15	
8960000	-68.758391	1	2.606231173666	2.580324241736	18	6	13	
8980000	-48.735542	1	2.923090048066	2.874758336870	26	7	11	
9000000	-44.123401	1	1.124171988333	2.480512365816	17	12	11	
9020000	-59.315245	1	1.455019705149	2.198355061464	15	10	11	
9040000	-61.354412	1	4.003201898380	3.038420665018	24	10	8	
9060000	-66.330021	1	-0.773006105940	2.879138209401	11	16	11	
9080000	-65.073372	1	0.367174225188	2.745566590260	17	14	14	
9100000	-59.093974	1	1.200276599892	2.279515668032	19	9	18	
9120000	-55.004966	1	0.218014740629	2.948700782498	15	6	22	
9140000	-56.395379	1	1.573779388870	2.593793806807	18	5	9	
9160000	-51.972392	1	0.672702735667	2.124764966737	10	11	15	
9180000	-51.345516	1	2.003003627339	1.757372297279	23	6	13	
9200000	-59.746649	1	2.334591055994	3.674168796242	18	8	10	
9220000	-59.574942	1	-1.211400265833	4.695253236927	24	8	10	
9240000	-50.893523	1	0.484135701423	4.061528881253	19	12	8	
9260000	-60.769500	1	3.013670290864	2.128295984026	23	5	17	
9280000	-61.092348	1	2.820249063765	3.570579760609	22	11	10	
9300000	-59.578879	1	0.359705430085	2.067334144002	23	7	14	
9320000	-57.230652	1	1.570602303686	2.774980476317	23	11	8	
9340000	-54.809756	1	2.202031755710	3.978039153652	17	6	11	
9360000	-55.102029	1	3.754347744913	3.845835246682	22	8	14	
9380000	-61.482267	1	3.315570457677	3.402357668674	19	8	13	
9400000	-55.695112	1	3.524608991475	2.964157415445	19	5	12	
9420000	-49.902713	1	3.154282823800	3.405348339222	22	16	6	
9440000	-51.747690	1	2.145322923530	4.406781341385	22	11	14	
9460000	-57.991780	1	3.409586456576	2.454085196869	19	14	10	
9480000	-58.101101	1	1.632562378924	3.072440580439	27	14	11	
9500000	-66.341548	1	-0.008701887104	2.825994160843	21	7	10	
9520000	-51.641671	1	1.142247008383	3.958340073556	20	8	14	
9540000	-52.118274	1	4.748858763114	3.568971360443	22	13	20	
9560000	-63.253360	1	1.870121824436	2.672003147638	20	8	11	
9580000	-59.197286	1	-1.005750321733	3.829114586957	20	11	11	
9600000	-64.318813	1	1.026329798749	3.138264839368	25	7	7	
9620000	-65.821169	1	5.216595210280	3.973476779512	23	9	7	
9640000	-63.470130	1	2.582045626918	2.713421908071	25	8	13	
9660000	-61.257453	1	0.367346728305	2.784997113458	26	13	9	
9680000	-52.217463	1	3.139971390312	2.364404415975	22	11	11	
9700000	-55.988146	1	2.377980432651	2.912577971194	24	11	13	
9720000	-51.285236	1	1.862266756018	2.196750655883	32	9	13	
9740000	-64.132151	1	-1.910357795288	4.003710752815	21	10	15	
9760000	-55.195011	1	2.285189695401	2.775725482246	24	10	8	
9780000	-63.048308	1	0.814751360887	3.914254232612	25	12	9	
9800000	-53.937549	1	2.628301820384	2.167534413578	23	10	10	
9820000	-58.603418	1	0.953628924024	3.888900455948	22	10	10	
9840000	-70.456294	1	2.202359635377	3.266268936189	19	6	13	
9860000	-56.574996	1	3.785313322431	2.366276175606	11	19	9	
9880000	-60.261650	1	1.401826563844	2.964062645690	28	9	10	
9900000	-67.371799	1	1.361621333888	4.788037048223	27	16	8	
9920000	-62.250760	1	2.023017635791	2.827797740819	21	5	9	
9940000	-63.022061	1	3.413896267164	3.264072604864	15	9	14	
9960000	-49.717855	1	4.197894124170	3.391363020195	17	13	10	
9980000	-42.643372	1	2.512435730368	2.406631385259	23	12	12	
10000000	-56.786340	1	2.834072265326	2.289411244674	17	10	10	
10020000	-59.175470	1	-0.546478819234	2.983317958072	20	9	15	
10040000	-68.004142	1	0.350459352197	3.511027222367	19	14	12	
10060000	-48.192662	1	1.558219500847	3.062689381235	24	14	14	
10080000	-54.753662	1	1.388795369923	3.512262017117	21	10	14	
10100000	-46.157313	1	1.274170796391	2.881729113445	19	9	17	
10120000	-50.694394	1	4.567467590387	3.160466629215	24	11	17	
10140000	-72.919070	1	1.932569442484	4.546123177791	16	7	13	
10160000	-51.090308	1	0.518496513696	2.291287849777	26	10	12	
10180000	-55.162149	1	0.137573409205	4.715522848132	19	11	9	
10200000	-57.453545	1	2.055757379486	3.786639860835	17	7	17	
10220000	-58.831803	1	0.242286781851	2.586299512301	15	5	12	
10240000	-42.240906	1	2.831912822082	2.778287341536	25	11	14	
10260000	-58.446746	1	-0.507558054421	4.273187226805	29	13	13	
10280000	-55.538924	1	2.255277573540	2.857523819710	20	12	13	
10300000	-52.951193	1	2.112025933962	2.847973857822	19	10	9	
10320000	-52.469963	1	1.441427729610	2.651758837242	16	12	12	
10340000	-43.610584	1	2.583104046490	2.218878550643	14	14	12	
10360000	-61.250919	1	0.580581379720	2.862032733203	17	16	10	
10380000	-61.442888	1	3.961100708096	4.667507569089	21	8	16	
10400000	-64.858755	1	1.789394878008	2.427737677072	14	12	8	
10420000	-74.257984	1	3.685024661191	3.719787434179	18	11	7	
10440000	-62.883175	1	2.993889096027	3.661793035988	19	14	9	
10460000	-55.140501	1	1.359325585544	2.203917407395	22	11	16	
10480000	-58.982832	1	1.012561677337	1.745238075701	22	11	14	
10500000	-59.097383	1	-0.730624143304	3.077567173282	26	6	13	
10520000	-58.919213	1	3.158985010877	3.144844595082	20	9	11	
10540000	-48.050034	1	1.521517246462	2.654915335913	21	7	12	
10560000	-48.858372	1	0.499014153375	2.272473918709	27	11	11	
10580000	-51.654473	1	3.235581703384	2.499105612820	22	7	12	
10600000	-75.730854	1	-0.691518831404	2.544882610809	23	17	9	
10620000	-54.084613	1	-1.382918813090	2.741577304476	17	8	17	
10640000	-66.404674	1	2.170294291258	2.885992623210	29	10	14	
10660000	-66.212238	1	-0.459646200210	2.405583729878	26	6	11	
10680000	-43.810984	1	2.657268019154	2.282118026635	26	11	12	
10700000	-66.820907	1	0.824715820683	3.904782112192	18	11	16	
10720000	-56.219726	1	1.248787075350	4.411090008154	14	13	12	
10740000	-54.160684	1	2.350921263358	3.426187117388	32	10	15	
10760000	-60.808425	1	2.129695529974	4.148093979401	19	10	14	
10780000	-54.007016	1	0.061861243995	2.585274682037	13	10	15	
10800000	-57.464747	1	0.859696709654	4.680266040888	16	8	6	
10820000	-62.229376	1	1.976282059117	6.388025416379	19	4	7	
10840000	-61.418565	1	2.972604516403	4.600594324990	19	9	9	
10860000	-48.192026	1	0.706041332174	2.784432142041	23	6	12	
10880000	-55.971539	1	2.145501401085	3.203318674320	15	10	13	
10900000	-53.565096	1	2.065538159271	2.788875162831	26	14	15	
10920000	-62.567075	1	1.103176432531	3.207644880763	20	12	14	
10940000	-59.741283	1	3.670984857237	4.645466325832	19	4	15	
10960000	-52.259851	1	1.952891821464	3.987822670261	21	11	13	
10980000	-61.105191	1	2.444391163420	3.542177976940	19	6	11	
11000000	-55.704418	1	3.170824937070	2.410137782102	25	6	15	
