Options:
Model:                           Independent Contrasts
Tree File Name:                  marsupials.trees
Data File Name:                  marsupials_vrates.txt
Log File Name:                   marsupials_vrates.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            4240715637
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   20000
Iterations:                      11000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   marsupials_vrates.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
Using VarRates:                  True
Restrictions:
    Alpha-1                      None
    Sigma-1                      None
Prior Information:
    Priors
        Alpha-1 - uniform -100.00 100.00 
        Sigma-1 - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       246
     Sites:                      1
Iteration	Lh	Tree No	Alpha 1	Sigma^2 1	No RJ Local Branch	No RJ Local Node	
3020000	-87.004265	1	2.135606515308	0.002452019241	20	7	
3040000	-68.526578	1	1.744832567892	0.001360767939	24	16	
3060000	-80.557085	1	2.066099370737	0.001683193390	19	8	
3080000	-66.025245	1	1.903225756902	0.002096655869	25	15	
3100000	-57.111330	1	2.214334395615	0.002523535598	23	10	
3120000	-74.962626	1	1.565893711742	0.001208185114	21	18	
3140000	-63.927665	1	1.694357585568	0.002558159382	21	17	
3160000	-52.889237	1	1.991978226249	0.002563986686	19	12	
3180000	-70.722229	1	1.839600262905	0.002540400619	17	14	
3200000	-65.162143	1	2.081566414159	0.002047180355	13	12	
3220000	-68.970405	1	2.202664846745	0.001397868587	18	15	
3240000	-63.958759	1	1.530628353047	0.002471398289	20	12	
3260000	-65.573150	1	1.600761486509	0.002656503420	22	14	
3280000	-60.565626	1	1.970052074778	0.001816345800	20	14	
3300000	-68.389506	1	2.010159565243	0.003019921549	16	12	
3320000	-62.075682	1	1.942902329928	0.002189724242	16	11	
3340000	-66.397522	1	1.683351569724	0.001701741327	33	10	
3360000	-64.554539	1	1.837287504806	0.001500911167	19	11	
3380000	-70.004077	1	1.541561775411	0.001370762958	24	13	
3400000	-63.075099	1	1.982283661168	0.000960295334	21	10	
3420000	-77.688773	1	1.981326819162	0.001560101465	14	9	
3440000	-76.282086	1	1.838475084679	0.000469663328	18	11	
3460000	-64.073479	1	1.654421125139	0.000238141975	29	11	
3480000	-65.871779	1	1.687425553917	0.000737140474	24	10	
3500000	-71.105566	1	1.489920351304	0.000439645597	19	10	
3520000	-67.743888	1	1.946292294499	0.000819447307	18	11	
3540000	-70.816398	1	2.163259840966	0.001029837862	21	13	
3560000	-64.727972	1	2.007625845021	0.002806181086	19	12	
3580000	-65.290119	1	1.679864968694	0.002609245095	18	13	
3600000	-63.573574	1	1.499813156476	0.001474967923	27	10	
3620000	-68.438925	1	1.922594441251	0.001769458674	22	12	
3640000	-74.806912	1	1.978012006099	0.002398406505	24	8	
3660000	-66.526797	1	1.558617571139	0.001451634080	19	12	
3680000	-86.034997	1	2.072014768439	0.002082468727	21	10	
3700000	-79.775359	1	2.307893977511	0.001800324148	22	9	
3720000	-82.877405	1	1.963115347957	0.001004995422	18	11	
3740000	-71.762070	1	1.679888551055	0.002108848162	22	10	
3760000	-71.695039	1	2.106420041559	0.002003079979	22	10	
3780000	-74.501087	1	1.912046865274	0.002564210657	9	10	
3800000	-74.151541	1	1.899488024206	0.001962867248	28	11	
3820000	-61.116442	1	1.835622187934	0.002112473880	33	11	
3840000	-53.279715	1	2.402304359068	0.002724250815	23	13	
3860000	-48.541100	1	1.438253746579	0.001892348407	26	16	
3880000	-55.353894	1	1.881844753413	0.002510401728	22	13	
3900000	-56.901114	1	2.009392282059	0.002842869595	24	9	
3920000	-65.601168	1	1.738072747579	0.002559430781	32	9	
3940000	-62.849521	1	2.173007233579	0.003782451537	25	7	
3960000	-81.312189	1	2.021901833291	0.003490744131	25	10	
3980000	-65.550589	1	2.093142399195	0.003371024237	21	11	
4000000	-62.271117	1	2.011650325545	0.004153067367	33	8	
4020000	-45.111384	1	2.039295060795	0.002931218755	35	9	
4040000	-55.732445	1	2.311927326605	0.002621138933	21	11	
4060000	-64.170848	1	1.959391536591	0.004632306415	20	5	
4080000	-60.100100	1	1.738971707897	0.003578623284	22	13	
4100000	-69.816798	1	2.063548479429	0.004518837772	31	9	
4120000	-65.169832	1	1.750432181678	0.004107023956	27	9	
4140000	-47.134817	1	1.978106237999	0.002792777502	22	11	
4160000	-73.721910	1	1.820357008000	0.005032455841	14	10	
4180000	-56.705387	1	1.604195771161	0.004312091432	22	8	
4200000	-63.321377	1	1.796905296177	0.003607732285	16	8	
4220000	-56.965306	1	2.178284803512	0.004102761931	16	8	
4240000	-70.195425	1	2.328022657342	0.004173728923	20	4	
4260000	-71.662440	1	1.842892845119	0.003466752672	18	8	
4280000	-70.211202	1	1.941660589231	0.003593449328	22	5	
4300000	-48.483895	1	1.453773439506	0.002711581804	25	11	
4320000	-71.237593	1	2.040078207709	0.004546127062	20	10	
4340000	-79.363162	1	1.851641424548	0.004663379691	13	6	
4360000	-70.853602	1	1.751127654929	0.005054506141	17	12	
4380000	-65.035507	1	2.726189998734	0.003952529989	27	8	
4400000	-63.766217	1	1.696466849021	0.003584037143	28	12	
4420000	-60.288542	1	1.850564573155	0.004191610898	21	9	
4440000	-78.653655	1	2.323800237687	0.005154176202	17	7	
4460000	-59.372163	1	2.487358100325	0.003878517342	30	10	
4480000	-63.050937	1	1.933554523043	0.003647292734	26	10	
4500000	-58.404681	1	1.998913787914	0.002468612371	16	10	
4520000	-67.887876	1	1.844715369448	0.002520620514	26	9	
4540000	-54.195141	1	1.571019421555	0.002516502965	21	10	
4560000	-62.737191	1	1.927139580719	0.001997447881	20	10	
4580000	-50.122819	1	2.353162837800	0.002269684617	25	10	
4600000	-49.271970	1	1.621001099073	0.001968126434	22	11	
4620000	-68.907145	1	1.987185291579	0.003760224263	16	10	
4640000	-60.201525	1	2.448643744767	0.004230161698	18	9	
4660000	-69.225395	1	1.716734071670	0.004075741098	15	11	
4680000	-77.977012	1	2.340909788805	0.004875604979	14	10	
4700000	-71.660776	1	2.131878970888	0.003271475728	17	7	
4720000	-71.919344	1	2.440104464530	0.004186059020	21	6	
4740000	-76.817453	1	1.612859941240	0.004519773929	23	8	
4760000	-70.277604	1	2.485767670793	0.004704689906	17	7	
4780000	-60.660967	1	1.987633704247	0.003814931921	21	8	
4800000	-79.569427	1	2.099150203065	0.004198772826	25	9	
4820000	-62.945084	1	2.060381996228	0.004047522486	21	9	
4840000	-77.777823	1	2.018570110402	0.002486111688	20	12	
4860000	-63.450613	1	2.134779178657	0.002725831301	21	13	
4880000	-84.244064	1	2.151847378337	0.004997784219	29	9	
4900000	-65.195241	1	1.809075728231	0.004386400479	21	20	
4920000	-49.546465	1	1.643015009149	0.003389259474	20	10	
4940000	-66.442046	1	2.011872979850	0.003799017494	22	12	
4960000	-50.153371	1	1.951409169368	0.002912682220	26	7	
4980000	-76.949560	1	1.684648767583	0.003571671224	22	8	
5000000	-66.416187	1	2.117279903975	0.004025586085	25	9	
5020000	-68.390475	1	1.838201212822	0.003035296450	18	7	
5040000	-69.699822	1	1.499105782595	0.003562648947	18	9	
5060000	-70.739574	1	1.400117916893	0.003789811166	22	6	
5080000	-65.693638	1	2.170901154214	0.003789316897	23	6	
5100000	-72.754239	1	2.100434291247	0.005091246895	23	4	
5120000	-75.360637	1	2.289551963929	0.003983987257	22	12	
5140000	-57.824175	1	2.404085149905	0.002630938145	22	14	
5160000	-51.634490	1	1.967265690300	0.003323647530	28	12	
5180000	-56.979797	1	1.599428616084	0.003143895673	20	7	
5200000	-73.929544	1	2.056642474126	0.004044296134	34	4	
5220000	-66.343944	1	1.674243289051	0.004739450052	17	9	
5240000	-73.666917	1	2.190777130302	0.004817751791	21	11	
5260000	-67.094826	1	1.921255665100	0.003783345602	21	8	
5280000	-59.690450	1	2.051681527952	0.003580932008	17	8	
5300000	-67.249451	1	2.431716351208	0.003980386753	26	8	
5320000	-59.153689	1	1.923462943366	0.003445427719	29	10	
5340000	-60.774056	1	1.387703926627	0.003396270800	22	10	
5360000	-80.530382	1	1.742250840639	0.003038852146	19	10	
5380000	-76.858660	1	1.759573431959	0.004586285022	14	7	
5400000	-63.185688	1	1.898380320941	0.004095913227	17	9	
5420000	-67.465246	1	1.847526280687	0.003941043752	13	9	
5440000	-56.085503	1	1.959317949636	0.003683520599	18	11	
5460000	-75.632760	1	2.413000250477	0.005100714454	22	8	
5480000	-48.794942	1	1.868369106889	0.003214602682	18	9	
5500000	-65.113798	1	2.309807344592	0.003006109388	22	11	
5520000	-73.764961	1	2.067070808649	0.003773430786	24	8	
5540000	-83.701082	1	1.998314459745	0.006638403926	20	12	
5560000	-72.470535	1	2.205221429802	0.004556072010	24	6	
5580000	-43.567663	1	1.557433706397	0.002498864601	27	11	
5600000	-52.230272	1	1.684330249802	0.003308235452	22	7	
5620000	-75.043556	1	1.792882241103	0.004771203616	16	7	
5640000	-64.705869	1	1.733193513140	0.004390604059	22	9	
5660000	-67.495263	1	1.700572226655	0.003999507377	23	11	
5680000	-60.003813	1	1.610837757367	0.001792149446	24	10	
5700000	-64.783451	1	1.802901021163	0.002445778079	19	7	
5720000	-51.996157	1	1.609967906445	0.002030001516	29	9	
5740000	-63.510325	1	1.913828856858	0.003102243124	24	6	
5760000	-83.891713	1	2.100136422476	0.002396790231	19	6	
5780000	-65.039972	1	1.876926045881	0.002526600766	31	10	
5800000	-57.448622	1	1.766008027509	0.002714251678	25	10	
5820000	-72.469903	1	2.036320741181	0.003547870585	21	10	
5840000	-56.489282	1	1.968062605737	0.003205181992	30	8	
5860000	-63.262349	1	2.235464403047	0.003322247895	26	8	
5880000	-80.331998	1	2.045274514155	0.004220974027	17	11	
5900000	-66.262971	1	1.846705439155	0.003337594650	23	8	
5920000	-74.991922	1	1.925540233844	0.003761407244	20	10	
5940000	-72.742534	1	1.545778406833	0.004132987146	18	11	
5960000	-67.870081	1	1.767786837811	0.004559464734	18	10	
5980000	-56.866507	1	1.451848455143	0.002528193115	19	12	
6000000	-60.076361	1	2.253513422842	0.003883096167	29	10	
6020000	-56.864663	1	1.507230182814	0.004290991367	20	7	
6040000	-63.235986	1	2.056779406271	0.005421835750	20	8	
6060000	-50.718703	1	1.647196453616	0.003208190663	21	9	
6080000	-63.796516	1	2.038505810860	0.003725644362	28	11	
6100000	-77.827985	1	1.786347645657	0.003996815904	23	10	
6120000	-54.066254	1	1.768115055626	0.003009565504	17	9	
6140000	-79.160559	1	1.880719545260	0.005118783992	14	11	
6160000	-64.006526	1	2.120580794153	0.003997800578	18	9	
6180000	-68.657649	1	1.930483724484	0.003251750501	19	10	
6200000	-67.740546	1	2.186755486164	0.003969651403	23	10	
6220000	-70.812839	1	2.766570121383	0.004040822233	18	8	
6240000	-47.923283	1	1.586656094956	0.002879058425	28	8	
6260000	-67.413754	1	2.222955079422	0.003869727171	21	10	
6280000	-62.449118	1	1.678697627573	0.003179840061	25	5	
6300000	-69.271958	1	2.214959210767	0.003595550890	20	6	
6320000	-67.910922	1	1.902709006671	0.003192131018	22	7	
6340000	-65.649021	1	1.947570024200	0.004877113888	20	7	
6360000	-69.963006	1	2.155575323801	0.003929655040	21	10	
6380000	-66.203474	1	2.445055184617	0.003420157592	25	10	
6400000	-68.611585	1	2.236549739213	0.003958802455	22	10	
6420000	-76.009362	1	1.802153034989	0.003922414035	19	13	
6440000	-63.108693	1	1.977392997415	0.003651225336	30	8	
6460000	-72.018281	1	2.215422157230	0.004488205636	18	9	
6480000	-67.975508	1	2.354399487781	0.004686897065	21	8	
6500000	-55.900087	1	1.667733703740	0.002119346518	24	10	
6520000	-57.126799	1	2.154086270844	0.003440071335	25	10	
6540000	-68.972180	1	2.303842587605	0.004691080731	17	9	
6560000	-67.275822	1	2.131931714902	0.004168474160	19	7	
6580000	-67.357386	1	2.027817210445	0.004500331971	30	4	
6600000	-66.384146	1	1.703243504649	0.002969745756	17	8	
6620000	-65.261152	1	1.214567665879	0.002939814675	25	8	
6640000	-64.852848	1	2.056987489620	0.003719289818	23	9	
6660000	-64.045420	1	1.862265973725	0.004085008442	18	8	
6680000	-67.331504	1	1.794118675089	0.004345342811	22	12	
6700000	-70.084975	1	1.898034898424	0.004586009574	23	8	
6720000	-63.745958	1	2.051308708322	0.002518564028	26	11	
6740000	-74.690203	1	1.955669798661	0.004992672518	25	9	
6760000	-68.644965	1	2.191544063653	0.003531894646	25	5	
6780000	-67.646729	1	2.292904008932	0.003653903669	28	4	
6800000	-76.812466	1	1.527609139348	0.004485040953	15	7	
6820000	-83.431047	1	1.671042733214	0.003543348011	18	8	
6840000	-76.387317	1	1.606047344501	0.005090375050	18	8	
6860000	-54.986918	1	2.250902925968	0.003822298076	26	9	
6880000	-67.732369	1	2.463653580825	0.003562433435	31	11	
6900000	-84.326381	1	1.809413329637	0.007253987611	21	6	
6920000	-81.940362	1	2.856830081632	0.005842962675	19	6	
6940000	-60.023825	1	2.144957887945	0.003418385417	24	11	
6960000	-54.929732	1	1.820226317066	0.003461175223	20	11	
6980000	-63.935969	1	2.028458078756	0.004895178730	26	5	
7000000	-72.286758	1	2.006619916644	0.004458450341	11	8	
7020000	-56.777885	1	1.916023116777	0.003914744145	19	8	
7040000	-69.413329	1	1.997954640462	0.004093501441	20	8	
7060000	-61.713987	1	1.833670070646	0.002845093913	24	9	
7080000	-68.364332	1	1.483827299224	0.002268367179	15	11	
7100000	-58.476446	1	1.987502029142	0.002308424547	24	6	
7120000	-79.502875	1	2.034632291707	0.001730110212	20	5	
7140000	-76.599218	1	1.614801661734	0.001531685900	17	7	
7160000	-68.636950	1	1.762656013026	0.002418157145	24	5	
7180000	-56.479210	1	2.096336815224	0.001992802568	23	10	
7200000	-82.710891	1	1.585663571943	0.002673795259	11	6	
7220000	-90.406129	1	1.674554380872	0.003806869790	17	8	
7240000	-60.391857	1	1.762709489838	0.003583254551	21	14	
7260000	-73.490315	1	2.600607802637	0.004160796972	11	10	
7280000	-72.005125	1	1.997155783680	0.004059572905	15	11	
7300000	-59.064110	1	1.732683905790	0.002879910533	15	11	
7320000	-73.594065	1	1.863496536216	0.004248532878	24	8	
7340000	-68.537809	1	2.272346005452	0.004299615320	24	8	
7360000	-87.059507	1	2.245956601113	0.004965834470	14	9	
7380000	-72.635436	1	2.314453623725	0.003050958672	20	8	
7400000	-72.671248	1	1.286571142303	0.004018723301	19	10	
7420000	-76.876303	1	2.555285696416	0.005040899510	21	6	
7440000	-57.719769	1	1.640571265203	0.003690821223	20	11	
7460000	-68.529371	1	1.805755277369	0.003736261708	20	7	
7480000	-71.101805	1	2.144602769237	0.003895817789	23	10	
7500000	-75.579716	1	1.802770624453	0.005112891617	18	13	
7520000	-54.975686	1	1.595260168673	0.003431535579	18	12	
7540000	-60.401338	1	1.926266662218	0.004682715405	27	6	
7560000	-69.245016	1	2.561689477991	0.004178357260	18	11	
7580000	-72.088703	1	1.980212141408	0.003862082164	25	5	
7600000	-75.397989	1	2.069566793764	0.004168201638	30	7	
7620000	-76.327994	1	1.956253362949	0.004469806250	20	8	
7640000	-60.034742	1	1.917581695923	0.003404247261	25	8	
7660000	-59.137225	1	2.089508652379	0.002800196612	21	8	
7680000	-77.892384	1	1.565653978381	0.004852297464	26	7	
7700000	-73.922607	1	2.517990032579	0.004715251075	21	8	
7720000	-66.903591	1	1.579666572669	0.004032093277	22	5	
7740000	-58.430088	1	2.042491099082	0.003746729800	23	11	
7760000	-90.962441	1	2.007361304815	0.004785251165	15	8	
7780000	-72.416344	1	2.037815026465	0.004451852672	12	8	
7800000	-64.388142	1	1.992016990606	0.003661859667	21	15	
7820000	-58.806057	1	2.254492265597	0.003814632104	27	9	
7840000	-78.704766	1	2.001603750638	0.004393726836	20	7	
7860000	-77.068967	1	1.729127927518	0.004446846952	14	12	
7880000	-69.468354	1	2.397217377219	0.004612656860	21	7	
7900000	-53.408999	1	1.832286592341	0.003300399053	26	9	
7920000	-62.893585	1	1.953196507199	0.003639691172	22	10	
7940000	-61.258160	1	2.020724797925	0.004620582314	21	11	
7960000	-73.967542	1	1.778972005894	0.003998339582	16	11	
7980000	-69.677418	1	1.827248442314	0.004510081389	23	12	
8000000	-60.554950	1	1.991375154528	0.004012118921	26	10	
8020000	-62.290599	1	2.344460288805	0.004490263897	18	8	
8040000	-74.240997	1	1.972222053107	0.004634849259	24	8	
8060000	-62.914956	1	2.039537243083	0.003735320519	21	10	
8080000	-50.715450	1	1.644442602817	0.002531689865	22	7	
8100000	-50.560147	1	1.746880473050	0.002189863739	17	8	
8120000	-62.855238	1	2.081177448418	0.003340481125	26	8	
8140000	-71.140358	1	1.694222174273	0.004747855914	26	11	
8160000	-68.790254	1	1.904156857561	0.003884377837	24	5	
8180000	-61.348754	1	1.914843025314	0.002832549687	29	11	
8200000	-72.106437	1	2.730475953738	0.004330887093	15	9	
8220000	-68.008143	1	1.631668852778	0.004943361830	23	6	
8240000	-70.589076	1	2.596666313651	0.004683897328	20	12	
8260000	-73.520319	1	2.673144604152	0.004926551936	15	7	
8280000	-54.349988	1	2.166065774803	0.003379290108	15	8	
8300000	-57.472619	1	2.171779663347	0.003269649090	30	7	
8320000	-74.829501	1	1.859688403899	0.003283697116	24	9	
8340000	-62.047561	1	2.039357792614	0.004050741803	25	9	
8360000	-59.827222	1	2.263146562073	0.003526436601	25	10	
8380000	-69.613359	1	1.981499506601	0.003651741150	23	9	
8400000	-69.398026	1	1.854465895517	0.005254188345	23	4	
8420000	-65.056934	1	2.162763394611	0.003025786126	18	7	
8440000	-61.279456	1	1.899956030591	0.003517699559	37	9	
8460000	-56.619001	1	1.523110472489	0.003441575114	21	8	
8480000	-76.638702	1	2.113986667781	0.005175674931	13	10	
8500000	-77.225477	1	1.394524968579	0.004446000746	26	5	
8520000	-81.416914	1	1.947341206214	0.005943420129	11	10	
8540000	-81.693012	1	2.201174820683	0.003932932693	19	6	
8560000	-67.640202	1	2.258022103700	0.003108188652	26	9	
8580000	-69.433979	1	1.953530176553	0.004828578555	28	8	
8600000	-64.292239	1	1.882046851280	0.003075458442	26	11	
8620000	-67.372462	1	2.349363821374	0.003301422990	25	10	
8640000	-78.542385	1	2.214590418541	0.003932493104	16	8	
8660000	-65.820273	1	1.883188547467	0.003575768160	23	9	
8680000	-56.894461	1	1.948326194609	0.003253290439	18	7	
8700000	-62.422887	1	1.658052143571	0.004078050811	19	12	
8720000	-90.057370	1	1.737928984831	0.003047519080	24	8	
8740000	-74.923121	1	2.049120343767	0.005691492300	16	8	
8760000	-60.254109	1	1.978272653230	0.003649692419	23	7	
8780000	-72.940830	1	1.750121099638	0.003748710273	22	7	
8800000	-67.951453	1	1.825730954711	0.002991861321	22	11	
8820000	-64.126719	1	1.730090637226	0.004138002068	21	10	
8840000	-69.982068	1	1.978299902076	0.003866565484	18	8	
8860000	-61.721773	1	1.987916103806	0.004258626439	22	7	
8880000	-67.898299	1	1.985585772853	0.004164782013	21	9	
8900000	-72.555605	1	2.190034262352	0.004827268571	16	9	
8920000	-68.460054	1	2.302843838861	0.003033124588	15	13	
8940000	-68.621430	1	2.242575626862	0.003959201226	20	9	
8960000	-80.644262	1	1.815879694610	0.004453338070	22	5	
8980000	-83.246964	1	1.905014424179	0.005458264058	22	5	
9000000	-67.691679	1	1.734493285232	0.002574121632	23	8	
9020000	-56.851752	1	2.013071498791	0.003528452673	23	8	
9040000	-64.408107	1	2.555205701198	0.003465484295	21	10	
9060000	-70.107568	1	2.065100970577	0.003874959155	21	7	
9080000	-66.071894	1	1.750284847425	0.003935039362	21	11	
9100000	-62.364267	1	1.936467208089	0.003432197712	16	10	
9120000	-60.373501	1	2.197391454430	0.003617144471	15	13	
9140000	-66.248906	1	2.034616727647	0.004381486135	21	9	
9160000	-59.922362	1	1.435822077745	0.002870540066	26	12	
9180000	-55.175468	1	2.310583694926	0.003568641428	27	6	
9200000	-100.078955	1	1.756977944136	0.005643952122	17	5	
9220000	-69.988825	1	1.849605319579	0.003308482647	16	11	
9240000	-73.802814	1	1.909589445906	0.005654825086	21	7	
9260000	-62.957528	1	1.782936905214	0.003223804694	23	11	
