Options:
Model:                           Independent Contrasts
Tree File Name:                  marsupials.trees
Data File Name:                  marsupials_vrates.txt
Log File Name:                   marsupials_vrates.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            4240715637
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   20000
Iterations:                      11000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   marsupials_vrates.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
Using VarRates:                  True
Restrictions:
    Alpha-1                      None
    Sigma-1                      None
Prior Information:
    Priors
        Alpha-1 - uniform -100.00 100.00 
        Sigma-1 - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       246
     Sites:                      1
Iteration	Lh	Tree No	Alpha 1	Sigma^2 1	No RJ Local Branch	No RJ Local Node	
9280000	-59.814056	1	2.043061625087	0.003237070999	15	11	
9300000	-68.102214	1	2.093372611575	0.003422079882	21	5	
9320000	-65.766658	1	2.108837708263	0.003998571494	24	6	
9340000	-73.100922	1	1.932652182273	0.004224803370	21	7	
9360000	-61.550946	1	1.419115151754	0.003149444351	25	8	
9380000	-71.631020	1	1.889826381335	0.003751169725	23	5	
9400000	-66.667894	1	2.175990654719	0.003497699436	26	10	
9420000	-68.591024	1	2.122024266864	0.003441827380	15	9	
9440000	-68.019715	1	2.134977514844	0.005156711266	24	7	
9460000	-61.656850	1	1.737722547372	0.003869862759	21	8	
9480000	-53.359554	1	1.577434499473	0.003370173502	21	7	
9500000	-70.136852	1	2.370931999637	0.004599360855	24	6	
9520000	-59.191311	1	1.972559525243	0.005127579001	22	11	
9540000	-67.427849	1	2.276387815398	0.003971816309	23	8	
9560000	-71.395442	1	2.453521859317	0.004159631387	22	9	
9580000	-73.827696	1	1.951936140737	0.004816334162	16	8	
9600000	-66.613024	1	1.896939139782	0.003247518296	19	10	
9620000	-80.286933	1	1.973221788129	0.002978573044	21	6	
9640000	-67.892560	1	2.316877987010	0.003343249050	20	13	
9660000	-79.228159	1	2.287601431039	0.004268974588	21	6	
9680000	-75.072616	1	1.884386635592	0.003480918843	17	8	
9700000	-66.565616	1	1.843166575891	0.005299581969	23	7	
9720000	-59.582899	1	2.016335150329	0.003420148763	24	13	
9740000	-65.648330	1	1.856178721561	0.003964701701	32	11	
9760000	-84.993113	1	2.227891373499	0.005316349570	14	6	
9780000	-67.596514	1	1.856658269711	0.003830991093	26	8	
9800000	-61.207851	1	2.102789005958	0.003865820547	16	7	
9820000	-63.524913	1	1.925495522879	0.004204535299	15	8	
9840000	-54.395215	1	1.592047184482	0.003669758002	21	5	
9860000	-78.084981	1	1.558633588740	0.003935934848	16	11	
9880000	-62.095032	1	2.159630976820	0.004997671717	27	6	
9900000	-75.646403	1	2.335669729721	0.003704801311	23	9	
9920000	-73.510723	1	1.937989275365	0.004231020493	18	12	
9940000	-66.413073	1	2.028799551464	0.004318793672	15	3	
9960000	-67.232730	1	2.342680077976	0.004510895948	15	6	
9980000	-74.262637	1	2.064461851574	0.004909950019	23	7	
10000000	-54.715014	1	1.903384026622	0.004708119991	20	11	
10020000	-68.508443	1	2.152936649948	0.004020520819	20	9	
10040000	-77.654782	1	1.970763508113	0.004966101657	23	5	
10060000	-57.871893	1	1.813745262561	0.003195107115	25	10	
10080000	-79.415310	1	1.839516599486	0.005559595086	20	9	
10100000	-54.304771	1	1.679752469780	0.003568116970	26	5	
10120000	-64.995497	1	2.430847809625	0.003942271347	20	8	
10140000	-70.299867	1	1.460019030815	0.003612130198	21	10	
10160000	-69.446215	1	1.482095548624	0.002889028566	21	9	
10180000	-64.915605	1	2.107713774895	0.003937530474	18	7	
10200000	-71.676077	1	1.965122336415	0.004481712056	17	10	
10220000	-60.453405	1	2.308609583568	0.003031681616	26	15	
10240000	-64.670030	1	2.049890899162	0.004683845325	29	7	
10260000	-80.239982	1	2.247074881352	0.005530224587	19	9	
10280000	-77.393742	1	1.980156490120	0.005366754480	15	6	
10300000	-60.271264	1	2.280239615390	0.003023352480	27	8	
10320000	-56.126999	1	1.947951421522	0.003146422240	30	7	
10340000	-66.713306	1	1.942377164493	0.003753418791	26	7	
10360000	-72.682674	1	2.022100437170	0.004733601270	22	7	
10380000	-68.321185	1	1.999365954894	0.005421463975	27	6	
10400000	-62.911047	1	2.125372885822	0.004067093749	19	10	
10420000	-59.850427	1	2.016502001085	0.002237126183	28	12	
10440000	-63.294544	1	1.853595266726	0.004889254543	15	11	
10460000	-79.752214	1	2.379822515225	0.004762052597	19	10	
10480000	-59.817342	1	1.997519807400	0.004124911383	19	10	
10500000	-70.141302	1	1.858012049341	0.003626713805	30	9	
10520000	-71.267694	1	2.016857371307	0.003653084824	28	12	
10540000	-79.819060	1	2.186685601028	0.003788277553	21	8	
10560000	-68.896784	1	2.149769181227	0.003866877648	24	5	
10580000	-58.113038	1	1.916110730379	0.003603621190	25	8	
10600000	-61.118068	1	1.832388363972	0.003629625160	26	9	
10620000	-77.892469	1	1.870357674029	0.005154477694	21	5	
10640000	-71.509818	1	2.482818982979	0.004560559277	24	7	
10660000	-63.487871	1	1.678375694805	0.003066354146	24	8	
10680000	-68.213185	1	1.963046372265	0.004399662492	18	8	
10700000	-63.741325	1	1.914591694610	0.005127857022	25	7	
10720000	-61.973760	1	1.944919363994	0.004391225953	14	10	
10740000	-79.908331	1	1.877209716303	0.004376814180	15	7	
10760000	-60.430651	1	1.899635850138	0.004222033114	16	8	
10780000	-66.612911	1	2.082048319668	0.003914236874	18	11	
10800000	-55.002790	1	1.893990153386	0.003533274496	21	8	
10820000	-61.902767	1	1.712050246627	0.003149901791	29	9	
10840000	-74.548035	1	1.777700466400	0.003231089465	23	8	
10860000	-69.545693	1	2.592393464034	0.003719884170	21	10	
10880000	-58.519966	1	2.153282639294	0.003133531384	19	11	
10900000	-69.897087	1	2.132084086836	0.003543817777	21	11	
10920000	-71.976277	1	2.372638371161	0.004119139800	20	6	
10940000	-71.961958	1	1.547766352932	0.003290520185	16	16	
10960000	-67.973539	1	1.758632685111	0.003388023103	21	9	
10980000	-52.079983	1	2.094789430099	0.003374701217	24	6	
11000000	-63.840817	1	2.197011034850	0.003834286889	17	7	
