Options:
Model:                           Independent Contrasts
Tree File Name:                  marsupials.trees
Data File Name:                  marsupials_variabledelta.txt
Log File Name:                   marsupials_variabledelta.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2905091982
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   20000
Iterations:                      11000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   marsupials_variabledelta.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  True
RJ Local OU:                     False
Restrictions:
    Alpha-1                      None
    Sigma-1                      None
Prior Information:
    Priors
        Alpha-1 - uniform -100.00 100.00 
        Sigma-1 - uniform 0.00 100.00 
        Delta - uniform 0.00 3.00 
Tree Information
     Trees:                      1
     Taxa:                       246
     Sites:                      1
Iteration	Lh	Tree No	Alpha 1	Sigma^2 1	No RJ Local Delta	
1420000	-80.459532	1	0.982226497067	1.827637019368	15	
1440000	-89.094959	1	2.021822319425	3.101320972328	16	
1460000	-77.044116	1	0.733180758161	3.481173823475	15	
1480000	-75.753857	1	-0.020522302080	2.907280870277	14	
1500000	-90.808570	1	3.179181962060	7.297914734793	12	
1520000	-84.355929	1	-0.651250627900	2.933865820600	16	
1540000	-86.114318	1	1.914709881720	3.429814604121	13	
1560000	-85.599998	1	2.035090215174	2.153645378805	11	
1580000	-82.474558	1	0.581627752734	3.300329606731	11	
1600000	-85.259536	1	2.284848165404	3.640885868005	14	
1620000	-88.476271	1	-1.168078824341	6.031851431311	15	
1640000	-87.205684	1	0.360187552661	8.516934095687	11	
1660000	-90.443058	1	2.078762237513	11.768912737383	13	
1680000	-86.770825	1	0.984017728151	2.789139018538	11	
1700000	-73.439383	1	2.514854084093	3.939898478035	15	
1720000	-90.509245	1	1.310327911329	17.710933987057	10	
1740000	-92.343781	1	2.638583408357	15.933939409913	10	
1760000	-81.455777	1	2.717654260409	2.658142346158	17	
1780000	-88.112781	1	2.990237072082	3.215453945684	12	
1800000	-89.402773	1	2.648575157580	1.952585795912	15	
1820000	-94.857241	1	3.840308853201	5.959712449421	7	
1840000	-82.051526	1	0.055308195295	4.507166991171	18	
1860000	-86.977225	1	4.289570739425	3.930302269142	15	
1880000	-90.513785	1	0.884988615851	3.896182535027	12	
1900000	-77.931317	1	2.759671402630	2.091152441590	15	
1920000	-77.967480	1	2.815789646601	3.264929619994	11	
1940000	-77.702260	1	4.356191765912	3.126903832584	18	
1960000	-87.469656	1	4.240378885424	7.906968727778	12	
1980000	-79.331379	1	2.606260585852	2.235997869468	12	
2000000	-85.656307	1	4.256404644241	2.328459985641	12	
2020000	-81.083267	1	4.811665601350	2.224611931921	15	
2040000	-65.819277	1	1.689850573960	2.630469602026	18	
2060000	-75.112195	1	1.621726395373	3.570769079578	19	
2080000	-89.156286	1	2.519077412941	5.112388111790	13	
2100000	-87.787274	1	3.573904611129	4.841934778876	14	
2120000	-90.341170	1	1.609288147123	3.407070430971	11	
2140000	-86.218069	1	2.294316575187	2.128320370656	14	
2160000	-86.488430	1	4.019455156560	2.225750645922	13	
2180000	-90.142950	1	3.189642500918	1.162356125857	15	
2200000	-87.329609	1	0.389291806969	1.401650506830	13	
2220000	-83.436225	1	1.598860612754	3.649899865836	11	
2240000	-78.196755	1	2.414428175215	3.734652410371	16	
2260000	-82.022418	1	4.662815355106	2.655895496315	9	
2280000	-90.072701	1	-1.448379115809	3.979900053650	12	
2300000	-89.427861	1	0.441234931483	3.924156393493	11	
2320000	-83.295524	1	1.020631706838	2.195847289273	13	
2340000	-94.172288	1	4.414027558713	8.135751972966	5	
2360000	-87.189637	1	0.325050176739	6.376385478661	14	
2380000	-83.400742	1	2.830799049051	3.408337102136	15	
2400000	-78.944029	1	1.416901900432	2.309882588038	18	
2420000	-82.408460	1	2.115932123133	3.319031220432	12	
2440000	-83.484715	1	1.355857628415	2.031985272225	14	
2460000	-79.765664	1	0.075249426147	2.187194436711	15	
2480000	-81.672450	1	3.181945927460	2.260684799790	15	
2500000	-81.810823	1	3.418374496971	1.506413257506	16	
2520000	-76.259977	1	4.697645934754	2.154486685410	17	
2540000	-89.395336	1	0.594929316642	2.612976003356	11	
2560000	-92.739397	1	2.110242973396	4.970570884682	14	
2580000	-90.381430	1	2.566984872341	3.972969294495	11	
2600000	-82.001001	1	3.953329501141	4.025356369768	10	
2620000	-77.886239	1	1.539260620994	3.191752143224	20	
2640000	-84.092633	1	0.267719823570	11.407727495602	12	
2660000	-95.957137	1	1.458392552372	27.828024864034	10	
2680000	-82.102685	1	2.337843165797	5.743544656750	12	
2700000	-81.628578	1	2.104384285521	5.828064062906	17	
2720000	-83.160327	1	1.503230034168	3.284947821783	14	
2740000	-90.938417	1	4.331830461225	4.716786734513	14	
2760000	-85.033673	1	0.862398015835	1.970145453610	14	
2780000	-84.810203	1	4.826017876168	1.376849650120	16	
2800000	-81.544811	1	-1.647947652569	2.198594568655	19	
2820000	-88.068400	1	2.474947916281	4.531715470371	11	
2840000	-87.656216	1	1.064795100927	3.028280781020	11	
2860000	-84.493652	1	0.661219441297	3.234934141764	11	
2880000	-85.573901	1	1.914359756053	2.259529544850	11	
2900000	-80.559407	1	2.444412993955	3.029499439738	17	
2920000	-84.323970	1	0.062390067734	2.206617879037	11	
2940000	-89.376689	1	1.248720756724	1.614521310378	14	
2960000	-85.050718	1	0.925627096863	0.892088826386	13	
2980000	-85.133404	1	0.353674607957	1.366575236838	16	
3000000	-88.235542	1	1.848322222590	1.247527346005	13	
3020000	-91.823853	1	1.376337482782	1.083902323797	12	
3040000	-82.356324	1	3.181470995480	1.168898884227	18	
3060000	-90.693407	1	2.087030071424	1.115162165781	13	
3080000	-89.660828	1	2.671583233231	1.298346878345	10	
3100000	-78.093011	1	0.379165110259	1.747040948432	20	
3120000	-90.941800	1	1.570366976312	2.861798428416	11	
3140000	-87.713114	1	0.996262526622	3.173056795420	9	
3160000	-75.013918	1	1.734093139059	2.403621277888	19	
3180000	-85.849885	1	4.548152252657	2.760589688562	9	
3200000	-87.386152	1	0.585106845664	2.883657326830	14	
3220000	-97.951761	1	4.525898781583	3.939251040327	8	
3240000	-87.649278	1	2.635281298974	3.877529500598	12	
3260000	-80.987859	1	1.346844026813	2.263113738698	12	
3280000	-86.429950	1	-0.183905766686	1.854348417361	14	
3300000	-88.955693	1	2.373078282128	1.375122675907	14	
3320000	-93.429381	1	2.329099643871	0.917650001208	18	
3340000	-90.491079	1	2.575873425394	1.306802799686	12	
3360000	-88.868188	1	3.091230320076	0.718238165074	15	
3380000	-83.222024	1	1.845744972305	0.883647273504	12	
3400000	-81.276275	1	3.712625754856	1.804628305953	18	
3420000	-83.039641	1	1.671696626369	1.079428789939	12	
3440000	-80.712390	1	3.030626314431	1.682503984766	12	
3460000	-89.333285	1	1.558290782015	1.390887349482	11	
3480000	-86.351060	1	2.163861028334	1.664050550272	11	
3500000	-86.293320	1	3.224416034268	0.655471055615	17	
3520000	-83.013268	1	0.697572457867	1.433297181108	19	
3540000	-82.524724	1	0.259621681077	1.118859222277	14	
3560000	-79.527131	1	1.958470212966	2.968424511004	14	
3580000	-86.080735	1	0.589617125862	5.277466756450	15	
3600000	-90.516849	1	1.424621903883	5.511774347923	9	
3620000	-89.739427	1	0.449597909041	2.431224984345	13	
3640000	-80.104180	1	-1.165000747272	2.895764452901	11	
3660000	-79.866717	1	1.914128639986	1.847867676236	14	
3680000	-85.739302	1	2.826665636793	2.275963237311	9	
3700000	-94.042923	1	2.695584393186	3.365047893354	7	
3720000	-92.098856	1	0.375879555652	1.964728906335	10	
3740000	-80.879078	1	3.059647787396	1.557393326675	18	
3760000	-84.935701	1	3.460876124791	1.944206175958	15	
3780000	-90.776545	1	3.072454241567	1.804482060478	17	
3800000	-86.521149	1	2.916679604374	1.259335955437	10	
3820000	-82.285981	1	3.171740743086	1.619693659871	13	
3840000	-85.801150	1	5.596724195622	1.321208407146	17	
3860000	-86.846784	1	2.071491940432	1.695431794962	17	
3880000	-82.628920	1	0.435977800893	1.328136010870	11	
3900000	-93.626861	1	0.799086375237	1.721606274889	12	
3920000	-73.544348	1	2.842999538089	3.334296602267	13	
3940000	-84.932045	1	3.865101205331	2.870532212579	11	
3960000	-87.522414	1	4.041585374227	1.481380855127	15	
3980000	-84.529421	1	2.946854296511	2.983378384225	14	
4000000	-79.594017	1	3.151281883720	2.568789433991	17	
4020000	-86.452517	1	1.542522437945	1.595261013512	15	
4040000	-89.594512	1	4.589463290229	2.350349776005	12	
4060000	-94.083834	1	2.999875937133	1.125347568837	9	
4080000	-86.361101	1	3.898542101936	1.221302750320	11	
4100000	-87.787929	1	1.880377161455	0.904337380682	16	
4120000	-84.315499	1	3.847998313295	1.954728302091	16	
4140000	-76.837302	1	4.131411936834	2.037221984824	16	
4160000	-85.084974	1	2.827674887136	1.812601665515	12	
4180000	-85.354794	1	0.453986097764	1.304114910542	12	
4200000	-92.140006	1	-0.676467413946	0.791616880921	19	
4220000	-86.414600	1	2.038852051605	1.117703131765	15	
4240000	-88.968328	1	0.414094336420	0.966888521053	14	
4260000	-90.304162	1	-0.755684397210	1.152846637523	13	
4280000	-88.549256	1	2.898127048180	0.941690176616	13	
4300000	-89.444637	1	-0.832174786571	1.948114606706	12	
4320000	-85.021811	1	1.183220199878	2.960961649840	13	
4340000	-84.624276	1	2.537309463298	7.128043320106	13	
4360000	-85.054979	1	2.500539516100	2.684458291031	16	
4380000	-92.060025	1	2.866847700081	3.345790925482	12	
4400000	-88.069696	1	3.021134676938	4.330705486516	16	
4420000	-84.078943	1	2.565762660116	2.505080643140	11	
4440000	-75.288648	1	2.492033024244	2.670123430041	13	
4460000	-94.086856	1	-0.934773680127	4.178059554630	12	
4480000	-81.601795	1	4.125231339526	1.964147855582	15	
4500000	-99.063840	1	2.703611710109	1.404484712599	8	
4520000	-83.472267	1	1.078404660729	2.030433164601	14	
4540000	-86.282713	1	0.354439756368	1.628528962211	16	
4560000	-87.347845	1	2.224918983381	1.544233535994	11	
4580000	-78.439466	1	0.423823648301	1.462208627871	18	
4600000	-93.225051	1	3.125415504847	1.704126180662	12	
4620000	-83.327122	1	1.282994294424	2.074260772795	16	
4640000	-88.247951	1	1.678146980764	1.724462055047	12	
4660000	-85.768987	1	1.458310430764	1.367905250137	11	
4680000	-89.566338	1	4.883489604737	2.309701221666	13	
4700000	-83.247565	1	3.427695695119	1.524291490495	13	
4720000	-87.288203	1	1.938919561842	2.121759687501	13	
4740000	-84.537387	1	2.286885319726	1.687270644643	12	
4760000	-85.140624	1	1.230762442231	2.575245043480	12	
4780000	-83.686256	1	0.862095643929	1.175151525634	12	
4800000	-91.208715	1	4.008458979884	1.170900598090	14	
4820000	-84.190381	1	3.325463559111	0.971786841824	17	
4840000	-91.060771	1	1.800261170769	1.135699901170	14	
4860000	-80.772633	1	3.113941984110	1.102038111759	11	
4880000	-95.205364	1	2.910877468944	2.312447279384	14	
4900000	-79.992719	1	1.596715984040	2.431729080124	13	
4920000	-83.101835	1	0.968658824016	2.485972305487	11	
4940000	-82.802519	1	2.603413516764	2.767864174490	13	
4960000	-83.138469	1	4.517650511727	6.805176041234	15	
4980000	-73.040718	1	2.867312188771	3.922240597032	15	
5000000	-90.174253	1	-1.019353651328	9.283214733973	12	
5020000	-86.883870	1	-0.554153555656	14.575206927925	13	
5040000	-82.592622	1	-1.219695134552	4.731565416181	12	
5060000	-85.440810	1	1.032370736892	5.284878485849	16	
5080000	-81.807580	1	2.556076147970	3.564368051346	14	
5100000	-86.392732	1	3.215093762975	2.181268740739	13	
5120000	-84.752289	1	2.681905365892	1.486702706447	12	
5140000	-85.258017	1	2.627436166881	1.570720988257	10	
5160000	-82.220751	1	1.961967671376	1.640486321805	15	
5180000	-84.762455	1	3.213822627984	1.400517481658	17	
5200000	-88.264424	1	2.967582926002	0.812366270039	15	
5220000	-85.813455	1	3.688473906275	0.834890735858	19	
5240000	-86.528839	1	2.439521322093	0.914230721202	9	
5260000	-82.634117	1	2.240737033730	1.960948908418	15	
5280000	-83.080614	1	2.750797319173	2.614446836310	16	
5300000	-87.458152	1	1.252978907102	1.018157178623	17	
5320000	-86.200394	1	2.449272603054	2.142147824455	13	
5340000	-90.666218	1	3.189404832640	2.101426774312	12	
5360000	-87.848114	1	3.259638780848	2.568596899853	12	
5380000	-84.851518	1	1.291149455888	2.581278936643	13	
5400000	-85.414357	1	2.667160722788	3.527045016922	13	
5420000	-80.351762	1	2.022128283379	4.057288295113	16	
5440000	-83.499296	1	2.260874510418	7.454658238645	16	
5460000	-86.023519	1	1.768116146073	11.829422436690	10	
5480000	-84.071290	1	1.062493572940	8.734471670144	15	
5500000	-76.527028	1	1.763160499634	4.663367737834	12	
5520000	-79.358706	1	-0.645543371296	4.319320188597	16	
5540000	-87.425002	1	1.859289751561	2.354014163242	11	
5560000	-80.745198	1	2.669238645645	2.547984918108	14	
5580000	-92.196642	1	3.434768802333	3.391001395081	15	
5600000	-78.539780	1	2.776479078587	2.403377998903	12	
5620000	-76.910488	1	0.140625723354	2.707388474355	13	
5640000	-84.183849	1	2.030080641995	7.624497955511	14	
5660000	-84.154899	1	1.114257600506	4.211544248173	15	
5680000	-74.750751	1	3.130298174747	2.507777238184	18	
5700000	-80.891150	1	3.236374659481	2.661495454088	10	
5720000	-83.384588	1	1.411281567505	3.571040750228	12	
5740000	-86.642433	1	-2.052296502251	4.996053813965	10	
5760000	-84.760009	1	1.128739373704	2.852109839877	14	
5780000	-91.379191	1	2.837936199408	3.935357950249	12	
5800000	-85.552864	1	0.011569280280	1.644950503195	17	
5820000	-83.993578	1	1.810639387055	4.572658641228	13	
5840000	-80.813779	1	2.088343320564	1.903833929605	12	
5860000	-95.434536	1	4.536261047213	3.944491219612	8	
5880000	-89.683211	1	-0.860398282947	15.602439403779	9	
5900000	-86.359261	1	-1.537486138886	2.875380051831	14	
5920000	-83.375615	1	3.705673275702	1.942546423292	13	
5940000	-82.745878	1	0.484996553653	1.896925089467	16	
5960000	-81.386764	1	1.923443475993	3.373236160374	16	
5980000	-93.180637	1	1.347330026592	3.048594016030	9	
6000000	-79.835709	1	1.853199750117	2.862073975485	12	
6020000	-85.636298	1	-1.396277221634	1.934930725062	12	
6040000	-83.604759	1	1.626450409749	1.632448146008	15	
6060000	-83.403708	1	2.813331568697	1.070245119137	14	
6080000	-80.841104	1	2.469088588238	0.878677650812	15	
6100000	-90.460893	1	1.758029384229	0.668245935895	15	
6120000	-84.580402	1	2.889384822241	1.054602815898	15	
6140000	-90.147279	1	2.657607048238	1.054065580192	13	
6160000	-92.367794	1	4.841154229755	1.733059540016	15	
6180000	-88.005449	1	2.907171280722	3.124350769797	12	
6200000	-83.767531	1	0.893290982145	2.206776562483	11	
6220000	-84.985634	1	2.244813798276	3.540851264829	16	
6240000	-86.123905	1	3.381672535922	2.143781175700	13	
6260000	-92.323398	1	-0.490233849116	4.168481203944	15	
6280000	-86.274148	1	3.120175206550	2.176307810325	14	
6300000	-86.415848	1	1.106817106848	4.290901922563	16	
6320000	-83.342013	1	2.364732666891	4.499966913136	11	
6340000	-86.967523	1	3.099791955682	1.490464051106	13	
6360000	-84.190490	1	2.779494580656	1.377635741050	11	
6380000	-81.295311	1	4.072557771265	1.897856613902	14	
6400000	-91.017680	1	1.795640937969	1.560094832362	16	
6420000	-90.929924	1	1.642778602676	1.688643972980	14	
6440000	-78.840660	1	2.364157222699	3.607632732646	17	
6460000	-78.094742	1	1.321315057882	4.657812089213	12	
6480000	-74.896180	1	3.373118811144	5.423696474067	16	
6500000	-89.728865	1	3.782251975416	7.756567619146	10	
6520000	-81.878983	1	2.765769316906	4.255120739984	14	
6540000	-75.633044	1	1.032419053366	3.415167213438	15	
6560000	-87.111052	1	1.418425862138	3.645686326148	14	
6580000	-86.041911	1	-0.603500420720	4.000659132618	14	
6600000	-91.589411	1	4.070179431760	5.033271716298	10	
6620000	-80.047577	1	3.601152192057	4.806816095689	14	
6640000	-79.019809	1	3.454225120681	2.351040082383	14	
6660000	-80.793712	1	2.609199401448	2.927496843379	16	
6680000	-88.528044	1	5.280955368882	2.371151812532	15	
6700000	-86.781983	1	-1.558694434226	2.532434529849	16	
6720000	-82.814494	1	2.102197456429	1.903897384224	14	
6740000	-93.909757	1	0.368636623891	1.203040192210	9	
6760000	-86.973413	1	2.288090055507	1.041478055759	16	
6780000	-83.689959	1	2.382877656064	1.293187726401	14	
6800000	-82.026266	1	2.663652836229	1.810648476403	18	
6820000	-95.600555	1	-1.169768001002	3.145821360590	14	
6840000	-87.121397	1	2.135552151198	1.632832450184	12	
6860000	-83.170090	1	0.220564296385	2.589630692411	12	
6880000	-85.231171	1	3.301990252740	2.605432680278	12	
6900000	-78.645979	1	4.339971145394	2.949204723631	18	
6920000	-82.613372	1	1.618055171218	1.937291145504	15	
6940000	-93.024914	1	1.081590502504	2.550853932231	13	
6960000	-87.766087	1	4.227373122462	3.529785092769	11	
6980000	-86.929664	1	3.187730091819	2.367995704069	12	
7000000	-84.359158	1	2.098876605519	2.287381803191	17	
7020000	-83.488568	1	2.124406582201	1.385914033545	17	
7040000	-86.179432	1	1.265822144521	1.722712817576	10	
7060000	-87.684557	1	3.461655135525	1.696311077628	14	
7080000	-85.831332	1	2.259504682789	1.501032635693	16	
7100000	-87.174376	1	7.089328856921	1.912998213032	13	
7120000	-86.000425	1	3.098291756536	1.181231480288	13	
7140000	-90.719753	1	1.287925310808	0.771361035356	8	
7160000	-87.365696	1	0.568259316391	1.257084814259	15	
7180000	-81.516315	1	3.565209901554	1.562474436507	16	
7200000	-86.052646	1	3.819661399811	2.050324884685	13	
7220000	-79.487167	1	2.937143355436	1.439997746510	18	
7240000	-88.022456	1	3.152917784459	2.220499142407	17	
7260000	-90.825546	1	1.225230511259	1.691599220321	19	
7280000	-81.619288	1	2.653982207450	2.521407528167	11	
7300000	-91.116164	1	2.974913978618	3.048586091106	13	
7320000	-82.357761	1	1.606118332075	2.125094815777	13	
7340000	-83.643808	1	2.190604957214	1.500440582743	18	
7360000	-79.568105	1	0.304322575171	1.917886614990	15	
7380000	-77.564680	1	3.875920065466	3.941767814806	13	
7400000	-85.679775	1	0.540993477307	2.221081723159	15	
7420000	-84.528317	1	3.910143767608	4.316732357194	12	
7440000	-81.852550	1	0.051351101664	3.173630131837	13	
7460000	-82.345065	1	3.281441387568	5.662133848402	13	
7480000	-92.409741	1	-2.693820470115	4.563462448769	11	
7500000	-78.187591	1	3.768453156095	5.958174351690	16	
7520000	-79.051647	1	0.469157009848	3.574266332847	12	
7540000	-86.506882	1	1.758714132723	2.349685839728	15	
7560000	-87.997841	1	2.444216952486	3.239972939516	12	
7580000	-81.648793	1	0.769680315125	1.180465847160	13	
7600000	-87.146762	1	1.993045412079	1.281631417534	12	
7620000	-94.722065	1	3.201498320851	2.659718671801	8	
7640000	-86.226595	1	1.679089634506	3.791161425988	13	
7660000	-86.962889	1	3.050376343976	2.174168994190	12	
7680000	-79.138155	1	1.658857771014	1.591780086364	16	
7700000	-90.701728	1	2.364787876600	2.139920812049	14	
7720000	-85.162408	1	1.857797858523	2.455002103173	13	
7740000	-86.674560	1	3.493572216245	2.797396476723	15	
7760000	-82.704622	1	3.071081321553	1.524008586421	18	
7780000	-88.868459	1	0.606109835859	1.651065981000	12	
7800000	-87.456934	1	-0.255677482032	2.884288157913	10	
7820000	-79.871177	1	0.260357890711	3.720221064393	12	
7840000	-86.639930	1	3.314827095042	4.072060760853	14	
7860000	-90.620354	1	0.734669728213	4.336192427796	10	
7880000	-83.329756	1	1.601996191982	3.924216848537	12	
7900000	-75.790476	1	1.097441529571	4.110488563678	13	
7920000	-94.017796	1	0.017638800847	4.939509762288	8	
7940000	-86.893128	1	2.100875894136	9.148523260893	15	
7960000	-94.373893	1	3.027033819202	3.964203537730	9	
7980000	-80.966225	1	2.817851497006	2.704245489996	15	
8000000	-85.672904	1	0.844737403726	2.521347442830	14	
8020000	-82.481619	1	2.634840159205	2.726658226130	11	
8040000	-88.477248	1	4.209644396233	3.236174029417	10	
8060000	-85.449118	1	1.398529683953	3.706533384458	14	
8080000	-79.205264	1	2.177827941433	3.850258943292	17	
8100000	-86.305098	1	1.475441135483	2.415426294213	12	
8120000	-79.668375	1	1.850330198847	1.897190989657	14	
8140000	-82.053451	1	0.622163767878	2.595437071147	16	
8160000	-80.585465	1	1.874609001558	1.952768972125	10	
8180000	-86.103146	1	1.699997067043	2.481127865705	12	
8200000	-84.971841	1	4.551404469525	4.689707021387	12	
8220000	-86.482488	1	3.290575466153	6.051672023941	15	
8240000	-83.632869	1	-1.007877476815	3.179166811698	14	
8260000	-81.102747	1	2.029675450334	4.191916954777	15	
8280000	-90.535272	1	3.584633274697	4.550277131192	12	
8300000	-77.688244	1	2.270706304099	2.270453889843	11	
8320000	-84.654061	1	2.607201181583	3.110817625456	14	
8340000	-82.981022	1	0.948475603961	4.214358273186	11	
8360000	-90.569139	1	2.607534478396	6.081901109059	10	
8380000	-87.017867	1	0.363129506684	13.234945621760	12	
8400000	-77.576518	1	1.162595108427	3.332087859884	17	
8420000	-81.378756	1	1.575456028562	4.432844594303	18	
8440000	-86.790169	1	2.271234707310	3.896326767328	12	
8460000	-93.471256	1	2.915639587230	2.084611727424	11	
8480000	-87.780417	1	1.567573793628	3.141920834786	11	
8500000	-86.391975	1	4.036330049561	2.457056351199	14	
8520000	-85.175025	1	0.705730119704	3.868066040968	17	
8540000	-81.119275	1	0.761006466005	1.703584062124	16	
8560000	-79.074196	1	1.828642457331	2.187399372518	15	
8580000	-80.496265	1	3.538354346511	3.095104048297	14	
8600000	-80.918173	1	0.634401511358	2.667085265254	14	
8620000	-76.364043	1	0.406753382588	2.885164483750	15	
8640000	-79.631191	1	-0.319814062175	3.267615154728	12	
8660000	-80.643283	1	1.885300209684	4.608471375977	12	
8680000	-81.761991	1	2.944587533223	5.823955017608	13	
8700000	-79.652723	1	3.325433324084	2.491884382139	15	
8720000	-83.929821	1	-0.271780370513	3.296348084670	13	
8740000	-84.446492	1	2.643350729973	2.675287337266	15	
8760000	-85.067187	1	2.484062823224	3.091879252780	14	
8780000	-92.978256	1	1.995428997986	1.380085058279	18	
8800000	-83.037551	1	0.502145996423	1.766832228904	13	
8820000	-86.918111	1	2.143089832744	2.021985007339	13	
8840000	-90.399074	1	1.492788641427	1.387763800634	13	
8860000	-83.066266	1	0.583361928623	2.030209420780	15	
8880000	-89.408317	1	3.975349062769	2.777098650450	17	
8900000	-85.380504	1	2.157186769447	1.954580741232	12	
8920000	-85.881938	1	1.119771233798	1.321193732535	15	
8940000	-82.414463	1	1.468679488342	0.989776853088	11	
8960000	-87.307173	1	1.985355237087	0.857167701026	15	
8980000	-87.301655	1	2.714780490955	0.883817342517	14	
9000000	-83.873661	1	-0.928366937134	1.517398029351	16	
9020000	-85.375719	1	-1.030825523143	1.974719976974	17	
9040000	-87.441139	1	3.677975736336	1.690018892279	15	
9060000	-89.718546	1	2.991964579125	1.120610232938	13	
9080000	-82.958957	1	1.918332706513	2.353797162907	16	
9100000	-84.220034	1	-5.697095329408	2.185442872521	15	
9120000	-77.709189	1	2.314343778825	1.804897991660	17	
9140000	-90.163425	1	0.904477591102	1.719407466128	19	
9160000	-84.939004	1	2.370204031058	1.713648988821	14	
9180000	-83.316759	1	4.444188942899	2.910486554096	16	
9200000	-81.152862	1	2.888146316071	1.927156303793	11	
9220000	-84.514034	1	-0.075896507796	2.717943252628	13	
9240000	-85.837345	1	-0.364194127665	4.847474191837	12	
9260000	-74.150236	1	2.865757006078	1.894601252970	14	
9280000	-83.595734	1	1.561298836817	2.355046156418	14	
9300000	-86.473556	1	-0.197272014494	3.660912217718	14	
9320000	-82.106289	1	1.755471041552	2.953478354446	11	
9340000	-87.696704	1	1.203860768643	2.390385676086	17	
9360000	-91.737431	1	-0.415207659638	2.378531058593	14	
9380000	-87.687477	1	3.417115852053	2.735120509516	11	
9400000	-93.846414	1	2.224783530261	1.478524182559	12	
9420000	-90.547231	1	1.453605832095	1.772741607905	14	
9440000	-90.152063	1	3.247247293779	0.858484897133	12	
9460000	-88.521416	1	2.767738864516	0.723509498333	15	
9480000	-84.265886	1	2.205281465243	1.216212461591	13	
9500000	-91.198871	1	1.830003731440	1.439715446450	15	
9520000	-90.506855	1	4.538655467809	1.561005518521	9	
9540000	-85.102634	1	1.091795531545	1.134216124954	13	
9560000	-87.187300	1	4.480316974237	1.635788830924	16	
9580000	-82.931113	1	5.363139121031	1.731022043968	15	
9600000	-82.936060	1	1.750054917107	1.034105081185	14	
9620000	-86.012334	1	4.248397322004	2.462575922211	10	
9640000	-84.323385	1	1.304109537654	1.373907049542	16	
9660000	-81.130792	1	0.791850696260	1.264926786917	14	
9680000	-84.076173	1	2.771607436179	1.935679602839	13	
9700000	-83.675445	1	1.838513669078	2.093493629900	14	
9720000	-81.035263	1	0.317327053254	2.331631166233	14	
9740000	-82.182062	1	-0.200497140798	3.298264753762	16	
9760000	-96.407541	1	1.481607751325	1.991475144847	11	
9780000	-85.602404	1	2.757089404538	0.981259450076	14	
9800000	-88.619980	1	-0.310117080809	1.366732974233	13	
9820000	-84.911704	1	3.232399486951	2.124139934142	14	
9840000	-84.722221	1	1.019213443321	3.754111089628	11	
